LineId,Date,Time,Host,Component,PID,Content,EventId,EventTemplate,ParameterList
11513,2021-04-02,03:25:01,hydra0,CRON,5928,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11514,2021-04-02,03:35:01,hydra0,CRON,6160,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11515,2021-04-02,03:35:01,hydra0,CRON,6160,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11516,2021-04-02,03:39:01,hydra0,CRON,6254,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11517,2021-04-02,03:39:01,hydra0,CRON,6254,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11518,2021-04-02,03:39:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11519,2021-04-02,03:39:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11520,2021-04-02,03:45:01,hydra0,CRON,6453,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11521,2021-04-02,03:45:01,hydra0,CRON,6453,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11522,2021-04-02,03:55:01,hydra0,CRON,6685,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11523,2021-04-02,03:55:01,hydra0,CRON,6685,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11524,2021-04-02,04:05:01,hydra0,CRON,6919,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11525,2021-04-02,04:05:01,hydra0,CRON,6919,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11526,2021-04-02,04:09:01,hydra0,CRON,7016,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11527,2021-04-02,04:09:01,hydra0,CRON,7016,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11528,2021-04-02,04:09:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11529,2021-04-02,04:09:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11530,2021-04-02,04:15:01,hydra0,CRON,7209,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11531,2021-04-02,04:15:01,hydra0,CRON,7209,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11532,2021-04-02,04:17:01,hydra0,CRON,7259,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11533,2021-04-02,04:17:01,hydra0,CRON,7259,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11534,2021-04-02,04:25:01,hydra0,CRON,7449,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11535,2021-04-02,04:25:01,hydra0,CRON,7449,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11536,2021-04-02,04:35:01,hydra0,CRON,7683,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11537,2021-04-02,04:35:01,hydra0,CRON,7683,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11538,2021-04-02,04:39:01,hydra0,CRON,7782,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11539,2021-04-02,04:39:01,hydra0,CRON,7782,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11540,2021-04-02,04:39:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11541,2021-04-02,04:39:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11542,2021-04-02,04:45:01,hydra0,CRON,7982,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11543,2021-04-02,04:45:01,hydra0,CRON,7982,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11544,2021-04-02,04:55:01,hydra0,CRON,8216,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11545,2021-04-02,04:55:01,hydra0,CRON,8216,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11546,2021-04-02,05:05:01,hydra0,CRON,8451,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11547,2021-04-02,05:05:01,hydra0,CRON,8451,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11548,2021-04-02,05:09:01,hydra0,CRON,8545,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11549,2021-04-02,05:09:01,hydra0,CRON,8545,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11550,2021-04-02,05:09:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11551,2021-04-02,05:09:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11552,2021-04-02,05:15:01,hydra0,CRON,8736,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11553,2021-04-02,05:15:01,hydra0,CRON,8736,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11554,2021-04-02,05:17:01,hydra0,CRON,8784,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11555,2021-04-02,05:17:01,hydra0,CRON,8784,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11556,2021-04-02,05:25:01,hydra0,CRON,8972,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11557,2021-04-02,05:25:01,hydra0,CRON,8972,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11558,2021-04-02,05:35:01,hydra0,CRON,9207,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11559,2021-04-02,05:35:01,hydra0,CRON,9207,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11560,2021-04-02,05:39:01,hydra0,CRON,9301,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11561,2021-04-02,05:39:01,hydra0,CRON,9301,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11562,2021-04-02,05:39:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11563,2021-04-02,05:39:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11564,2021-04-02,05:45:01,hydra0,CRON,9494,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11565,2021-04-02,05:45:01,hydra0,CRON,9494,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11566,2021-04-02,05:55:01,hydra0,CRON,9729,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11567,2021-04-02,05:55:01,hydra0,CRON,9729,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11568,2021-04-02,06:05:01,hydra0,CRON,9963,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11569,2021-04-02,06:05:01,hydra0,CRON,9963,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11570,2021-04-02,06:09:01,hydra0,CRON,10058,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11571,2021-04-02,06:09:01,hydra0,CRON,10058,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11572,2021-04-02,06:09:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11573,2021-04-02,06:09:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11574,2021-04-02,06:15:01,hydra0,CRON,10253,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11575,2021-04-02,06:15:01,hydra0,CRON,10253,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11576,2021-04-02,06:17:01,hydra0,CRON,10301,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11577,2021-04-02,06:17:01,hydra0,CRON,10301,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11578,2021-04-02,06:25:01,hydra0,CRON,10490,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11579,2021-04-02,06:25:01,hydra0,CRON,10491,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11580,2021-04-02,06:25:01,hydra0,CRON,10491,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11581,2021-04-02,06:25:02,hydra0,apache2,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11582,2021-04-02,06:25:02,hydra0,apache2,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11583,2021-04-02,06:25:02,hydra0,apache2,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11584,2021-04-02,06:25:02,hydra0,apache2,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11585,2021-04-02,06:25:02,hydra0,apache2,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11586,2021-04-02,06:25:02,hydra0,apache2,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11587,2021-04-02,06:25:02,hydra0,apache2,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11588,2021-04-02,06:25:03,hydra0,CRON,10490,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11589,2021-04-02,06:35:01,hydra0,CRON,10863,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11590,2021-04-02,06:35:01,hydra0,CRON,10863,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11591,2021-04-02,06:39:01,hydra0,CRON,11002,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11592,2021-04-02,06:39:01,hydra0,CRON,11002,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11593,2021-04-02,06:39:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11594,2021-04-02,06:39:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11595,2021-04-02,06:45:01,hydra0,CRON,11199,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11596,2021-04-02,06:45:01,hydra0,CRON,11199,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11597,2021-04-02,06:55:01,hydra0,CRON,11428,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11598,2021-04-02,06:55:01,hydra0,CRON,11428,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11599,2021-04-02,07:05:01,hydra0,CRON,11663,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11600,2021-04-02,07:05:01,hydra0,CRON,11663,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11601,2021-04-02,07:09:01,hydra0,CRON,11757,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11602,2021-04-02,07:09:01,hydra0,CRON,11757,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11603,2021-04-02,07:09:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11604,2021-04-02,07:09:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11605,2021-04-02,07:15:01,hydra0,CRON,11948,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11606,2021-04-02,07:15:01,hydra0,CRON,11948,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11607,2021-04-02,07:17:01,hydra0,CRON,12001,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11608,2021-04-02,07:17:01,hydra0,CRON,12001,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11609,2021-04-02,07:25:01,hydra0,CRON,12186,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11610,2021-04-02,07:25:01,hydra0,CRON,12186,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11611,2021-04-02,07:35:01,hydra0,CRON,12421,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11612,2021-04-02,07:35:01,hydra0,CRON,12421,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11613,2021-04-02,07:39:01,hydra0,CRON,12518,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11614,2021-04-02,07:39:01,hydra0,CRON,12518,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11615,2021-04-02,07:39:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11616,2021-04-02,07:39:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11617,2021-04-02,07:45:01,hydra0,CRON,12714,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11618,2021-04-02,07:45:01,hydra0,CRON,12714,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11619,2021-04-02,07:55:01,hydra0,CRON,12947,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11620,2021-04-02,07:55:01,hydra0,CRON,12947,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11621,2021-04-02,08:05:01,hydra0,CRON,13186,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11622,2021-04-02,08:05:01,hydra0,CRON,13186,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11623,2021-04-02,08:09:01,hydra0,CRON,13281,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11624,2021-04-02,08:09:01,hydra0,CRON,13281,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11625,2021-04-02,08:09:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11626,2021-04-02,08:09:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11627,2021-04-02,08:15:01,hydra0,CRON,13475,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11628,2021-04-02,08:15:01,hydra0,CRON,13475,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11629,2021-04-02,08:17:01,hydra0,CRON,13524,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11630,2021-04-02,08:17:01,hydra0,CRON,13524,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11631,2021-04-02,08:25:01,hydra0,CRON,13712,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11632,2021-04-02,08:25:01,hydra0,CRON,13712,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11633,2021-04-02,08:35:01,hydra0,CRON,13952,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11634,2021-04-02,08:35:01,hydra0,CRON,13952,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11635,2021-04-02,08:39:01,hydra0,CRON,14050,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11636,2021-04-02,08:39:01,hydra0,CRON,14050,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11637,2021-04-02,08:39:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11638,2021-04-02,08:39:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11639,2021-04-02,08:45:01,hydra0,CRON,14244,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11640,2021-04-02,08:45:01,hydra0,CRON,14244,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11641,2021-04-02,08:55:01,hydra0,CRON,14507,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11642,2021-04-02,08:55:01,hydra0,CRON,14507,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11643,2021-04-02,09:05:01,hydra0,CRON,14743,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11644,2021-04-02,09:05:01,hydra0,CRON,14743,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11645,2021-04-02,09:09:01,hydra0,CRON,14840,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11646,2021-04-02,09:09:01,hydra0,CRON,14840,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11647,2021-04-02,09:09:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11648,2021-04-02,09:09:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11649,2021-04-02,09:15:01,hydra0,CRON,15031,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11650,2021-04-02,09:15:01,hydra0,CRON,15031,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11651,2021-04-02,09:17:01,hydra0,CRON,15122,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11652,2021-04-02,09:17:01,hydra0,CRON,15122,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11653,2021-04-02,09:25:01,hydra0,CRON,15352,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11654,2021-04-02,09:25:01,hydra0,CRON,15352,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11655,2021-04-02,09:35:01,hydra0,CRON,15587,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11656,2021-04-02,09:35:01,hydra0,CRON,15587,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11657,2021-04-02,09:39:01,hydra0,CRON,15685,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11658,2021-04-02,09:39:01,hydra0,CRON,15685,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11659,2021-04-02,09:39:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11660,2021-04-02,09:39:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11661,2021-04-02,09:45:01,hydra0,CRON,15886,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11662,2021-04-02,09:45:01,hydra0,CRON,15886,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11663,2021-04-02,09:55:01,hydra0,CRON,16120,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11664,2021-04-02,09:55:01,hydra0,CRON,16120,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11665,2021-04-02,10:05:01,hydra0,CRON,16355,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11666,2021-04-02,10:05:01,hydra0,CRON,16355,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11667,2021-04-02,10:09:01,hydra0,CRON,16451,pam_unix(cron:session): session opened for user root by (uid=0),8fbc6c52,<*> session opened for user <*> by <*>,"['pam_unix(cron:session):', 'root', '(uid=0)']"
11668,2021-04-02,10:09:01,hydra0,CRON,16451,pam_unix(cron:session): session closed for user root,c1256636,<*> session closed for user <*>,"['pam_unix(cron:session):', 'root']"
11669,2021-04-02,10:09:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11670,2021-04-02,10:09:02,hydra0,php7.0,,DIGEST-MD5 common mech free,5290983b,DIGEST-MD5 common mech free,[]
11671,2021-04-02,10:14:52,hydra0,sshd,16641,Accepted password for monster from 211.65.196.71 port 10887 ssh2,a0801c02,Accepted password for monster from <*> port <*> ssh2,"['211.65.196.71', '10887']"
